r_id;s_id;Table1_total_values;Table2_total_values;Distinct_values_T1;Distinct_values_T2;Shared_values;Estimated_mapping_size;Mapping_density_ratio
object_csv_licensed.zip_00018-055.csv;object_csv_licensed.zip_00022-746.csv;121;121;57;54;31;954;0.06515948364182775
id_csv_licensed.zip_dtb_delivery_fee_151.csv;id_csv_licensed.zip_fm_summary_map_116.csv;470;1120;97;98;81;17648;0.0335258358662614
id_csv_licensed.zip_0021800908.csv;id_csv_licensed.zip_boxscore_0041700137.csv;638;754;148;156;56;31286;0.06503662805684209
seek_time_csv_licensed.zip_PL2331LAHD9W4J.csv;seek_time_csv_licensed.zip_PL2331LAHDUN7J.csv;969;1121;131;133;96;304740;0.28054341131729466
real_time_csv_licensed.zip_0222_200748_InitializeSampleCC.csv;real_time_csv_licensed.zip_0223_165010_InitializeSampleCC.csv;164;164;134;141;90;97;0.003606484235574063
object_csv_licensed.zip_DismCorePS.dll.csv__905519103__.csv;object_csv_licensed.zip_RdpSaPs.dll.csv__956986744__.csv;473;583;56;68;44;4760;0.017261449308998075
id_csv_licensed.zip_boxscore_0021400595.csv;id_csv_licensed.zip_boxscore_0021501037.csv;754;754;161;168;81;40525;0.0712820747349239
then_csv_licensed.zip_P08-1028_sweta_49.csv;whole_csv_licensed.zip_P08-1028_913.csv;198;187;83;86;49;1645;0.04442823961540539
data_rate_csv_licensed.zip_EDED.d04a_2.csv;parent_csv_licensed.zip_EDED.d07a_3.csv;649;647;649;647;622;622;0.0014812944894416092
seek_time_csv_licensed.zip_PL1331LAGM3ALH.csv;seek_time_csv_licensed.zip_PL2331LAGM8HZJ.csv;14440;14535;1704;1706;941;51313992;0.24448576223024565
seek_time_csv_licensed.zip_PL2331LAHDL33J.csv;seek_time_csv_licensed.zip_PL2331LAHDWRUJ.csv;1330;1330;169;166;151;537122;0.3036474645259766
id_csv_licensed.zip_ir.model.access_22853.csv;id_csv_licensed.zip_ir.model.access_28670.csv;40;48;17;19;14;276;0.14375
parent_csv_licensed.zip_A00-2018_akanksha_192.csv;then_csv_licensed.zip_A00-2018_akanksha_15.csv;165;165;76;76;73;1584;0.05818181818181818
id_csv_licensed.zip_ir.model.access_132.csv;id_csv_licensed.zip_ir.model.access_3457.csv;16;24;9;11;2;87;0.2265625
id_csv_licensed.zip_boxscore_0021500216_1.csv;id_csv_licensed.zip_boxscore_0021600695.csv;754;725;156;162;61;39868;0.07293149181377481
processing_time_csv_licensed.zip_J01-2004_aakansha_10.csv;processing_time_csv_licensed.zip_J01-2004_aakansha_166.csv;187;187;86;86;83;1960;0.05604964397037376
object_csv_licensed.zip_metadata-info_44.csv;physical_entity_csv_licensed.zip_metadata-info_140.csv;144;144;111;111;111;362;0.017457561728395063
in_time_csv_licensed.zip_0204_153755_InitializeSampleHD.csv;real_time_csv_licensed.zip_0209_115539_InitializeSampleHD.csv;164;164;156;156;92;103;0.003829565734681737
seek_time_csv_licensed.zip_PL2331LAHDL2UJ.csv;seek_time_csv_licensed.zip_PL2331LAHDUVNJ.csv;969;1121;134;145;113;305632;0.2813645858362125
seek_time_csv_licensed.zip_PL1331LAGRZ5MH.csv;seek_time_csv_licensed.zip_PL2331LAGSUWEJ.csv;14174;12977;1593;1475;786;48846764;0.2655639164227113
id_csv_licensed.zip_3742.csv;id_csv_licensed.zip_7854.csv;152;200;48;58;37;251;0.00825657894736842
object_csv_licensed.zip_Configuration1_window12_split15_typetypetest_projectsynapse1.2.csv;object_csv_licensed.zip_Configuration3_window6_split3_typetest_projectsynapse1.1.csv;4008;5328;753;833;441;1179718;0.05524414759070448
seek_time_csv_licensed.zip_PL1331LAGTR6XH.csv;seek_time_csv_licensed.zip_PL2331LAGMYJRJ.csv;12464;14763;1543;1857;1138;46383104;0.25207382331900946
processing_time_csv_licensed.zip_P05-1013_aakansha_144.csv;processing_time_csv_licensed.zip_P05-1013_aakansha_21.csv;220;220;92;92;91;2845;0.05878099173553719
lead_time_csv_licensed.zip_J01-2004_175.csv;processing_time_csv_licensed.zip_J01-2004_aakansha_114.csv;187;187;99;86;62;1670;0.04775658440332866
seek_time_csv_licensed.zip_PL1331LAGTMPJH.csv;seek_time_csv_licensed.zip_PL2331LAGUM7GJ.csv;11989;11894;1435;1455;797;32352141;0.22687786796548257
seek_time_csv_licensed.zip_PL1331LAGSPSBH.csv;seek_time_csv_licensed.zip_PL1331LAGSYKAH.csv;12350;12711;1385;1449;738;32121797;0.2046223918395142
seek_time_csv_licensed.zip_PL2331LAGMP50J.csv;seek_time_csv_licensed.zip_PL2331LAGMXMVJ.csv;14535;14535;1730;1768;1429;60490109;0.28632172037910936
show_time_csv_licensed.zip_1991-10-05_1.csv;thing_csv_licensed.zip_1991-09-28.csv;600;600;295;294;279;2537;0.007047222222222222
then_csv_licensed.zip_A00-2018_20.csv;thing_csv_licensed.zip_A00-2018_akanksha_45.csv;176;165;94;76;52;1438;0.04951790633608816
object_csv_licensed.zip_Configuration3_window14_split6_typetest_projectpbeans1.0.csv;object_csv_licensed.zip_Configuration3_window16_split7_typetest_projectpbeans1.0.csv;624;624;133;133;133;38032;0.09767422748191978
parent_csv_licensed.zip_Configuration1_window7_split12_typetypetest_projectpoi2.0.csv;parent_csv_licensed.zip_Configuration3_window17_split4_typetest_projectpoi2.5.csv;1704;9240;444;1500;404;683477;0.04340925604129829
seek_time_csv_licensed.zip_PL2331LAH8U6JJ.csv;seek_time_csv_licensed.zip_PL2331LAHD7V5J.csv;399;399;55;56;45;51107;0.32102185287780854
data_rate_csv_licensed.zip_W11-2123_aakansha_15.csv;data_rate_csv_licensed.zip_W11-2123_swastika_100.csv;220;220;91;80;70;2470;0.05103305785123967
parent_csv_licensed.zip_Configuration1_window12_split12_typetypetest_projectpoi2.5.csv;parent_csv_licensed.zip_Configuration1_window12_split7_typetest_projectpoi1.5.csv;6744;5688;1126;963;543;1790725;0.04668224648924793
object_csv_licensed.zip_Configuration1_window11_split9_typetest_projectsynapse1.1.csv;object_csv_licensed.zip_Configuration1_window13_split10_typetypetest_projectsynapse1.2.csv;5328;4008;833;753;441;1179718;0.05524414759070448
id_csv_licensed.zip_0021700445.csv;id_csv_licensed.zip_0021700934.csv;754;754;160;157;85;51468;0.09053043362016197
id_csv_licensed.zip_boxscore_0021500852_1.csv;id_csv_licensed.zip_boxscore_0021600905.csv;754;725;160;148;61;38267;0.07000274398609714
id_csv_licensed.zip_berry_flavors_8.csv;id_csv_licensed.zip_fm_summary_map_116.csv;960;1120;65;98;65;38632;0.035930059523809524
id_csv_licensed.zip_boxscore_0021400101.csv;id_csv_licensed.zip_boxscore_0021600349.csv;754;754;152;155;64;50227;0.08834755750058046
id_csv_licensed.zip_0021501216.csv;id_csv_licensed.zip_boxscore_0021501131.csv;725;725;152;156;59;31999;0.060878002378121285
object_csv_licensed.zip_BoilerType_1.csv;thing_csv_licensed.zip_episode 17_1.csv;684;1395;461;581;228;786;0.0008237439476828271
object_csv_licensed.zip_mfAACEnc.dll.csv__2891253910__.csv;object_csv_licensed.zip_xboxgipsynthetic.dll.csv__794884253__.csv;594;1188;76;137;44;11490;0.016282352140938
then_csv_licensed.zip_P08-1028_sweta_42.csv;whole_csv_licensed.zip_P08-1028_805.csv;198;187;83;86;49;1645;0.04442823961540539
seek_time_csv_licensed.zip_PL1331LAHDZSSH.csv;seek_time_csv_licensed.zip_PL2331LAHDSL9J.csv;1121;1330;145;153;71;451486;0.3028217287196582
id_csv_licensed.zip_0021500174_4.csv;id_csv_licensed.zip_0021600679.csv;754;754;156;158;78;46351;0.08152980742846287
object_csv_licensed.zip_Configuration2_window9_split11_typetest_projectsynapse1.0.csv;object_csv_licensed.zip_Configuration3_window17_split8_typetest_projectsynapse1.1.csv;3768;5328;646;833;391;1197856;0.059666354252341514
seek_time_csv_licensed.zip_PL1331LAGS5DDH.csv;seek_time_csv_licensed.zip_PL1331LAGT5X2H.csv;12065;12084;1454;1337;679;42368706;0.2906077268486529
id_csv_licensed.zip_0021800982.csv;id_csv_licensed.zip_boxscore_0021700301_1.csv;667;754;150;161;73;34931;0.0694566509848524
data_rate_csv_licensed.zip_messages_133.csv;show_time_csv_licensed.zip_messages_ru_58.csv;2632;2580;658;1096;631;2720806;0.4006747602554134
in_time_csv_licensed.zip_0224_121555_InitializeSampleCC.csv;real_time_csv_licensed.zip_0201_074752_InitializeSampleHD.csv;164;164;135;134;90;111;0.004127007733491969
in_time_csv_licensed.zip_0209_174108_InitializeSampleGD.csv;in_time_csv_licensed.zip_0222_144028_InitializeSampleCC.csv;164;164;129;134;92;167;0.006209101725163593
id_csv_licensed.zip_0021800487.csv;id_csv_licensed.zip_boxscore_0021400854.csv;696;754;140;154;48;10157;0.01935462971432056
then_csv_licensed.zip_P08-1028_aakansha_245.csv;whole_csv_licensed.zip_P08-1028_921.csv;187;187;76;86;52;1890;0.05404787097143184
id_csv_licensed.zip_01_drug_form_1.csv;show_time_csv_licensed.zip_OP_The Man Who Knew Infinity.csv;210;2940;69;142;24;3780;0.006122448979591836
id_csv_licensed.zip_0021900142.csv;id_csv_licensed.zip_0021900687.csv;754;696;168;162;65;30478;0.0580772279642672
id_csv_licensed.zip_HD-complaint-master.csv;id_csv_licensed.zip_items_35.csv;264;360;131;72;66;1392;0.014646464646464647
quick_time_csv_licensed.zip_dictEpisode-352-Kakashi-Shadow-of-the.csv;show_time_csv_licensed.zip_dictEpisode-5-Beautiful-Life.csv;8;8;8;7;3;3;0.046875
seek_time_csv_licensed.zip_PL1331LAGTNHYH.csv;seek_time_csv_licensed.zip_PL2331LAGMDY6J.csv;12084;14459;1349;1679;715;48931572;0.2800529772469675
data_rate_csv_licensed.zip_A00-2018_sweta_134.csv;data_rate_csv_licensed.zip_A00-2018_sweta_197.csv;176;176;88;88;88;1780;0.05746384297520661
then_csv_licensed.zip_A00-2018_vardha_9.csv;then_csv_licensed.zip_A00-2018_vardha_93.csv;198;198;89;89;89;2404;0.061320273441485565
seek_time_csv_licensed.zip_PL1331LAGRLB0H.csv;seek_time_csv_licensed.zip_PL2331LAGSSGHJ.csv;12920;12255;1615;1462;810;45942450;0.2901605208210966
id_csv_licensed.zip_boxscore_0021401115.csv;id_csv_licensed.zip_boxscore_0021501093.csv;754;754;152;154;74;44171;0.07769526275425845
id_csv_licensed.zip_0021700622.csv;id_csv_licensed.zip_boxscore_0021501181_1.csv;754;725;150;154;68;37750;0.06905698344461722
show_time_csv_licensed.zip_token_index.csv;thing_csv_licensed.zip_episode 4_18.csv;902;1925;899;786;384;1157;0.0006663403115731275
object_csv_licensed.zip_00006-033.csv;object_csv_licensed.zip_00007-342.csv;110;121;49;47;27;895;0.06724267468069121
lead_time_csv_licensed.zip_J01-2004_6.csv;then_csv_licensed.zip_J01-2004_544.csv;187;187;97;100;61;1638;0.046841488175240927
seek_time_csv_licensed.zip_PL1331LAGS9EGH.csv;seek_time_csv_licensed.zip_PL2331LAGST9AJ.csv;12426;12255;1429;1480;730;36547633;0.24000185053082587
processing_time_csv_licensed.zip_W06-2932_sweta_69.csv;processing_time_csv_licensed.zip_W06-2932_vardha_64.csv;187;187;91;88;59;1542;0.044096199490977726
id_csv_licensed.zip_09.FA_3.csv;id_csv_licensed.zip_habitat_16.csv;3675;440;175;248;164;3664;0.0022659245516388374
show_time_csv_licensed.zip_D10-1044.annv3_31.csv;then_csv_licensed.zip_D10-1044_31.csv;209;209;105;107;45;2057;0.04709141274238227
data_rate_csv_licensed.zip_P08-1028.csv;then_csv_licensed.zip_P08-1028_aakansha_190.csv;187;187;84;76;51;1788;0.05113100174440219
id_csv_licensed.zip_boxscore_0021701127.csv;id_csv_licensed.zip_boxscore_0021800295.csv;754;696;158;149;63;42459;0.0809075734016281
seek_time_csv_licensed.zip_PL1331LAGSLZTH.csv;seek_time_csv_licensed.zip_PL1331LAGTGUEH.csv;12502;12084;1570;1357;691;37895854;0.2508427119055853
in_time_csv_licensed.zip_weather-2014-08-10_57.csv;in_time_csv_licensed.zip_wunderground_2005_09_16.csv;406;448;139;164;44;4525;0.024877946868402532
id_csv_licensed.zip_0021700241_3.csv;id_csv_licensed.zip_0021701118_1.csv;576;576;231;221;56;10436;0.03145495756172839
id_csv_licensed.zip_3830.csv;id_csv_licensed.zip_fm_policytc_11.csv;152;140;48;24;19;693;0.03256578947368421
seek_time_csv_licensed.zip_MJ0351YNG9VYPA.csv;seek_time_csv_licensed.zip_PL1331LAGSH0TH.csv;10602;13015;1261;1555;675;33016878;0.2392786956672039
processing_time_csv_licensed.zip_P05-1013_880.csv;processing_time_csv_licensed.zip_P05-1013_910.csv;220;220;114;113;72;2416;0.049917355371900826
seek_time_csv_licensed.zip_PL2331LAHDUEYJ.csv;seek_time_csv_licensed.zip_PL2331LAHDUSEJ.csv;1121;1121;138;141;114;378536;0.3012284335780863
lead_time_csv_licensed.zip_es-GT_187.csv;lead_time_csv_licensed.zip_es-GT_271.csv;18;18;17;17;16;19;0.05864197530864197
object_csv_licensed.zip_Configuration1_window3_split11_typetest_projectsynapse1.0.csv;object_csv_licensed.zip_Configuration2_window16_split7_typetest_projectsynapse1.1.csv;3768;5328;646;833;391;1197856;0.059666354252341514
parent_csv_licensed.zip_1413008_hhRelMale.csv;parent_csv_licensed.zip_1431102_hhRelMale.csv;90;90;24;23;15;1650;0.2037037037037037
id_csv_licensed.zip_0021900733_10.csv;id_csv_licensed.zip_boxscore_0021600794.csv;696;754;155;153;55;37294;0.07106542882404951
in_time_csv_licensed.zip_0205_062154_InitializeSampleHD.csv;real_time_csv_licensed.zip_0201_081425_InitializeSampleHD.csv;164;164;155;134;87;95;0.003532123735871505
parent_csv_licensed.zip_Configuration2_window11_split8_typetest_projectpoi2.5.csv;parent_csv_licensed.zip_poi-2.5_58.csv;9240;9240;1500;1500;1441;3847925;0.045069491295140644
id_csv_licensed.zip_ir.model.access_52014.csv;id_csv_licensed.zip_ir.model.access_56810.csv;56;64;23;26;23;595;0.166015625
id_csv_licensed.zip_boxscore_0021701180.csv;id_csv_licensed.zip_boxscore_0021800295.csv;754;696;151;149;75;46481;0.08857167901460411
parent_csv_licensed.zip_messages_pt_96.csv;running_time_csv_licensed.zip_messages_de_6.csv;2184;2180;918;901;558;1489009;0.31274343011728334
id_csv_licensed.zip_0021500304.csv;id_csv_licensed.zip_boxscore_0021600376_1.csv;754;754;144;161;51;12206;0.021469932244650988
id_csv_licensed.zip_0021601038.csv;id_csv_licensed.zip_0021800374.csv;754;725;160;151;58;41542;0.07599378029817982
processing_time_csv_licensed.zip_P05-1013_444.csv;show_time_csv_licensed.zip_P05-1013_517.csv;220;220;95;110;71;2368;0.04892561983471074
data_rate_csv_licensed.zip_A00-2018_akanksha_14.csv;rate_of_return_csv_licensed.zip_A00-2018.annv3_6.csv;165;176;76;95;53;1510;0.05199724517906336
id_csv_licensed.zip_0021700357_4.csv;id_csv_licensed.zip_boxscore_0021800365_1.csv;725;754;156;159;72;37988;0.06949236257202963
seek_time_csv_licensed.zip_PL1331LAGRBU3H.csv;seek_time_csv_licensed.zip_PL2331LAGN13KJ.csv;13642;14307;1588;1665;969;44614342;0.22858507456348626
seek_time_csv_licensed.zip_PL1331LAGTSDYH.csv;seek_time_csv_licensed.zip_PL2331LAGPTW0J.csv;12863;11286;1432;1528;704;37331651;0.25715494587248333
real_time_csv_licensed.zip_0210_102455_InitializeSampleRD.csv;real_time_csv_licensed.zip_0210_102915_InitializeSampleRD.csv;164;164;155;152;94;111;0.004127007733491969
id_csv_licensed.zip_0021500202.csv;id_csv_licensed.zip_0041900145.csv;754;672;157;136;36;34137;0.06737282114437287
id_csv_licensed.zip_0021501163.csv;id_csv_licensed.zip_0021600165.csv;725;754;165;163;78;42356;0.07748285008689289
id_csv_licensed.zip_li_gci_10.csv;question_time_csv_licensed.zip_AnswerInputField.csv;660;4266;328;464;213;15249;0.005415974086860163
id_csv_licensed.zip_0021700906_1.csv;id_csv_licensed.zip_0021900459_3.csv;512;576;182;244;51;9555;0.032399495442708336
seek_time_csv_licensed.zip_PL1331LAHBZ0PH.csv;seek_time_csv_licensed.zip_PL2331LAHDABHJ.csv;399;399;64;63;51;46633;0.29291901432779943
seek_time_csv_licensed.zip_PL1331LAGT6X5H.csv;seek_time_csv_licensed.zip_PL2331LAGSTGKJ.csv;12863;13509;1431;1531;758;51849146;0.2983844154285711
parent_csv_licensed.zip_2016-09-09.csv;speed_of_light_csv_licensed.zip_2017-06-22.csv;5170;5995;478;496;299;906624;0.029251455516605553
seek_time_csv_licensed.zip_PL1331LAGR6WRH.csv;seek_time_csv_licensed.zip_PL2331LAGSUXEJ.csv;12274;13148;1533;1648;889;44895397;0.27819928016208745
id_csv_licensed.zip_0021700879.csv;id_csv_licensed.zip_0021801213.csv;696;638;152;144;58;27737;0.062463967859330526
in_time_csv_licensed.zip_Corpus_Christi_2020_02_16.csv;in_time_csv_licensed.zip_San_Angelo_2020_02_27.csv;473;264;160;131;68;2272;0.018194631302453714
seek_time_csv_licensed.zip_PL1331LAGTKMVH.csv;seek_time_csv_licensed.zip_PL1331LAGTRJYH.csv;11666;11818;1308;1421;1037;38569604;0.27975587919145267
seek_time_csv_licensed.zip_PL1331LAGTGLGH.csv;seek_time_csv_licensed.zip_PL2331LAGULD1J.csv;12711;11704;1414;1415;783;34611079;0.23264895535338873
real_time_csv_licensed.zip_P08-1102.annv3_14.csv;then_csv_licensed.zip_P08-1102_sweta_24.csv;176;176;93;83;52;1224;0.039514462809917356
lead_time_csv_licensed.zip_J01-2004_12.csv;rate_of_return_csv_licensed.zip_J01-2004.annv3_67.csv;187;187;97;99;61;1638;0.046841488175240927
id_csv_licensed.zip_0021600119.csv;id_csv_licensed.zip_boxscore_0021800178.csv;754;667;167;144;58;30863;0.06136785718546562
in_time_csv_licensed.zip_weather-2014-08-10_255.csv;in_time_csv_licensed.zip_weather-2014-10-12_46.csv;406;448;139;133;56;4999;0.027483946164672767
object_csv_licensed.zip_Configuration1_window14_split8_typetest_projectsynapse1.1.csv;object_csv_licensed.zip_Configuration2_window5_split14_typetest_projectsynapse1.2.csv;5328;6144;833;966;582;1913048;0.058440031828703706
seek_time_csv_licensed.zip_PL1331LAGSLWMH.csv;seek_time_csv_licensed.zip_PL1331LAGTH1UH.csv;11210;12084;1265;1355;570;34414047;0.2540501281395973
quick_time_csv_licensed.zip_anew_25.csv;real_time_csv_licensed.zip_jmhversionage.csv;9261;2292;2799;1031;384;26170;0.0012329095742565843
in_time_csv_licensed.zip_0126_231109.csv;real_time_csv_licensed.zip_0130_162847_InitializeSampleGD.csv;164;164;155;136;86;95;0.003532123735871505
id_csv_licensed.zip_0021800283.csv;parent_csv_licensed.zip_public-dataset.csv;696;504;149;108;20;30404;0.08667442072614487
id_csv_licensed.zip_0021601187.csv;id_csv_licensed.zip_0021800610.csv;754;696;151;154;57;39076;0.07446111161925668
object_csv_licensed.zip_grid_objects_layout_T001_3.csv;object_csv_licensed.zip_grid_objects_layout_T004_1.csv;35;35;23;23;19;69;0.0563265306122449
running_time_csv_licensed.zip_J01-2004.annv3_14.csv;then_csv_licensed.zip_J01-2004.annv3_49.csv;187;187;98;100;63;1783;0.050988017958763475
id_csv_licensed.zip_0021600712.csv;in_time_csv_licensed.zip_DATETIMEEVENTS_DM.csv;725;330;163;74;15;23093;0.09652246603970742
object_csv_licensed.zip_playlistfolder.dll.csv__2871949814__.csv;object_csv_licensed.zip_wmiutils.dll.csv__3626267334__.csv;1265;891;152;106;53;9512;0.008439245329890916
in_time_csv_licensed.zip_0204_074936_InitializeSampleRD.csv;real_time_csv_licensed.zip_0201_191315_InitializeSampleRD.csv;164;164;157;155;88;95;0.003532123735871505
id_csv_licensed.zip_7276.csv;id_csv_licensed.zip_gul_summary_map_104.csv;208;384;61;46;29;1392;0.017427884615384616
id_csv_licensed.zip_0021500646.csv;id_csv_licensed.zip_0021900694.csv;725;754;150;156;60;37205;0.06806000182932406
id_csv_licensed.zip_boxscore_0021500888.csv;id_csv_licensed.zip_boxscore_0021700775_1.csv;696;725;139;156;54;37595;0.07450455806579469
processing_time_csv_licensed.zip_J01-2004_710.csv;running_time_csv_licensed.zip_J01-2004_151.csv;187;187;99;94;61;1638;0.046841488175240927
id_csv_licensed.zip_0021700270.csv;id_csv_licensed.zip_0021701148.csv;754;754;158;154;58;44001;0.07739623862828839
id_csv_licensed.zip_0021900284.csv;id_csv_licensed.zip_0022000007.csv;696;812;156;153;59;11761;0.020810330672102372
seek_time_csv_licensed.zip_PL1331LAGM246H.csv;seek_time_csv_licensed.zip_PL1331LAGM2T6H.csv;14972;15637;1700;1781;1046;59296132;0.253275458265845
object_csv_licensed.zip_InputSwitchToastHandler.exe.csv__602949402__.csv;object_csv_licensed.zip_MSRAWImage.dll.csv__3195348097__.csv;1232;891;144;113;75;19084;0.017385252233737082
show_time_csv_licensed.zip_W99-0623.annv3_70.csv;show_time_csv_licensed.zip_W99-0623_vardha_187.csv;187;198;89;90;53;2048;0.05531248311996975
id_csv_licensed.zip_0021900700.csv;id_csv_licensed.zip_boxscore_0021500598.csv;754;754;159;157;61;39019;0.06863307277191846
id_csv_licensed.zip_StockSharp.BarChart_17.csv;id_csv_licensed.zip_StockSharp.Poloniex_6.csv;54;21;4;4;4;871;0.7680776014109347
show_time_csv_licensed.zip_P05-1013_608.csv;then_csv_licensed.zip_P05-1013_123.csv;220;220;109;112;70;2366;0.04888429752066116
real_time_csv_licensed.zip_0204_054711_InitializeSampleRD.csv;real_time_csv_licensed.zip_0223_221955_InitializeSampleCC.csv;164;164;155;146;87;95;0.003532123735871505
seek_time_csv_licensed.zip_PL1331LAGSE3UH.csv;seek_time_csv_licensed.zip_PL1331LAGTD11H.csv;12616;12863;1417;1434;1024;41636140;0.25657037574308167
seek_time_csv_licensed.zip_PL1331LAGSMWNH.csv;seek_time_csv_licensed.zip_PL1331LAGSP22H.csv;14079;12331;1651;1487;817;49047490;0.2825183626604993
object_csv_licensed.zip_00015-197.csv;object_csv_licensed.zip_00019-726.csv;99;132;40;46;29;954;0.07300275482093664
processing_time_csv_licensed.zip_P05-1013_aakansha_21.csv;thing_csv_licensed.zip_P05-1013.annv3_62.csv;220;220;92;112;70;2366;0.04888429752066116
id_csv_licensed.zip_IND_adm1_21.csv;lead_time_csv_licensed.zip_CNN.201501_2.csv;360;156;93;156;36;72;0.001282051282051282
parent_csv_licensed.zip_A00-2018_akanksha_192.csv;parent_csv_licensed.zip_A00-2018_akanksha_21.csv;165;165;76;76;73;1584;0.05818181818181818
id_csv_licensed.zip_0021700687_9.csv;id_csv_licensed.zip_boxscore_0021501000.csv;754;725;153;150;60;38975;0.07129790542394585
seek_time_csv_licensed.zip_PL2331LAHBA66J.csv;seek_time_csv_licensed.zip_PL2331LAHDL2UJ.csv;1121;969;147;134;115;305084;0.2808600974546352
id_csv_licensed.zip_0021500670.csv;id_csv_licensed.zip_0021700581.csv;725;667;151;150;56;29790;0.06160368091816161
real_time_csv_licensed.zip_0201_063055_InitializeSampleRD.csv;real_time_csv_licensed.zip_0202_202117_InitializeSampleHD.csv;164;164;137;147;88;96;0.003569303985722784
in_time_csv_licensed.zip_0204_225831_InitializeSampleHD.csv;real_time_csv_licensed.zip_0225_103536_InitializeSampleCC.csv;164;164;155;139;87;95;0.003532123735871505
seek_time_csv_licensed.zip_PL1331LAGT53AH.csv;seek_time_csv_licensed.zip_PL2331LAGSUYAJ.csv;12084;12331;1319;1994;753;35439946;0.23783952953229215
id_csv_licensed.zip_34042_1.csv;id_csv_licensed.zip_34647_3.csv;798;889;506;569;424;24041;0.03388815119914522
seek_time_csv_licensed.zip_PL1331LAGSLMKH.csv;seek_time_csv_licensed.zip_PL2331LAGRWS5J.csv;12711;12179;1539;1438;802;43284319;0.27960133448255586
seek_time_csv_licensed.zip_PL1331LAGT9PLH.csv;seek_time_csv_licensed.zip_PL1331LAGTTUUH.csv;12863;11818;1428;1477;700;44910973;0.2954379008578197
id_csv_licensed.zip_es-MX_153.csv;then_csv_licensed.zip_es-MX_184.csv;21;21;19;19;18;24;0.05442176870748299
processing_time_csv_licensed.zip_EDED.d01b_6.csv;question_time_csv_licensed.zip_EDED.d07b_5.csv;640;647;640;647;572;572;0.0013813755795981453
id_csv_licensed.zip_7207.csv;id_csv_licensed.zip_requested_services_17.csv;208;200;59;127;29;81;0.0019471153846153846
in_time_csv_licensed.zip_0204_134640_InitializeSampleRD.csv;real_time_csv_licensed.zip_0130_230216_InitializeSampleGD.csv;164;164;155;145;88;98;0.003643664485425342
latent_period_csv_licensed.zip_GribDataTypes_2.csv;thing_csv_licensed.zip_episode 6_2.csv;768;1155;404;489;232;839;0.0009458423520923521
seek_time_csv_licensed.zip_PL1331LAHD13SH.csv;seek_time_csv_licensed.zip_PL1331LAHD4SJH.csv;266;399;36;54;29;34463;0.3247121563306763
object_csv_licensed.zip_EDED.d06a_7.csv;physical_entity_csv_licensed.zip_EDED.d01b_6.csv;645;640;645;640;573;573;0.0013880813953488372
in_time_csv_licensed.zip_0203_161801_InitializeSampleGD.csv;real_time_csv_licensed.zip_0210_185719_InitializeSampleHD.csv;164;164;155;155;89;97;0.003606484235574063
escape_velocity_csv_licensed.zip_Configuration1_window10_split11_typetest_projectvelocity1.5.csv;escape_velocity_csv_licensed.zip_Configuration3_window5_split9_typetest_projectvelocity1.6.csv;5136;5496;780;823;569;1625234;0.057576354029211844
seek_time_csv_licensed.zip_PL2331LAH4U2TJ.csv;seek_time_csv_licensed.zip_PL2331LAHDHA6J.csv;1121;1121;131;131;112;351910;0.28004020241262223
object_csv_licensed.zip_rdvgocl32.dll.csv__4262768625__.csv;running_time_csv_licensed.zip_MSPhotography.dll.csv__1266822118__.csv;968;1705;104;194;57;14543;0.00881158963670294
half_life_csv_licensed.zip_hhsandi.csv;thing_csv_licensed.zip_max1488.csv;1536;666;991;453;174;8962;0.008760713838838839
processing_time_csv_licensed.zip_J01-2004_aakansha_159.csv;show_time_csv_licensed.zip_J01-2004_aakansha_57.csv;187;187;86;86;83;1960;0.05604964397037376
seek_time_csv_licensed.zip_PL1331LAGTASWH.csv;seek_time_csv_licensed.zip_PL2331LAGMHL0J.csv;12540;11286;1419;1474;631;33911841;0.23961488044212798
id_csv_licensed.zip_0021700794.csv;id_csv_licensed.zip_boxscore_0021400358.csv;754;725;156;146;55;37032;0.06774352876612091
whole_csv_licensed.zip_P08-1028_aakansha_65.csv;whole_csv_licensed.zip_P08-1028_sweta_97.csv;187;198;76;83;52;1668;0.04504942472856911
living_thing_csv_licensed.zip_tokens_62.csv;whole_csv_licensed.zip_tokens_530.csv;1866;1179;7;7;7;858450;0.3902020623505123
id_csv_licensed.zip_0021600091.csv;id_csv_licensed.zip_boxscore_0021501060_1.csv;725;725;158;155;62;34490;0.06561712247324614
real_time_csv_licensed.zip_ResNet034-v1_259.csv;real_time_csv_licensed.zip_ResNet034-v1_289.csv;620;620;204;204;137;4240;0.011030176899063476
id_csv_licensed.zip_fm_summary_map_67.csv;show_time_csv_licensed.zip_OP_The Man Who Knew Infinity.csv;504;2940;41;142;24;18300;0.012350178166504697
parent_csv_licensed.zip_Configuration1_window15_split4_typetypetest_projectpoi1.5.csv;parent_csv_licensed.zip_Configuration4_window0_split4_typetest_projectpoi1.5.csv;4656;5688;779;963;779;1245164;0.04701690059497054
id_csv_licensed.zip_0021501141.csv;id_csv_licensed.zip_0021800908.csv;754;638;153;148;63;28648;0.05955281341726051
then_csv_licensed.zip_D09-1092_vardha_91.csv;whole_csv_licensed.zip_D09-1092.annv3_51.csv;220;209;97;104;61;2591;0.056350587211831234
id_csv_licensed.zip_ir.model.access_2737.csv;id_csv_licensed.zip_ir.model.access_53.csv;16;16;9;9;4;52;0.203125
